Unnamed: 0,rating,reviews,amenities,house_rules,price,country,bathrooms,beds,guests,toilets,bedrooms,studios,checkin_final,checkout_final
80,4.824405940594059,1,"Mountain view,Garden view,Kitchen,Wifi – 8 Mbps,Dedicated workspace,Free parking on premises,HDTV with Netflix,AC – split-type ductless system,Indoor fireplace,Unavailable: Carbon monoxide alarmCarbon monoxide alarm","Check-in: After 2:00 pm,Check out: 12:00 pm,Self check-in with building staff,No pets,󱤇,Smoking is allowed",16457, Turkey,1,1,2,0,1,0,14,12.0
81,5.0,4,"Lake view,Mountain view,Waterfront,Kitchen,Free parking on premises,Pets allowed,Private patio or balcony,Shared backyard – Not fully fenced,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: 2:00 pm - 4:00 pm,Pets are allowed,󱤇,Smoking is allowed",4221, Philippines,0,2,5,0,0,0,14,
82,4.824405940594059,1,"Mountain view,Kitchen,Wifi,Dedicated workspace,Free parking on premises,Private pool,Private hot tub,Pets allowed,Security cameras on property,Unavailable: Carbon monoxide alarmCarbon monoxide alarm","Check-in: After 3:00 pm,Pets are allowed",6315, Turkey,1,1,2,0,1,0,15,
83,4.824405940594059,2,"Mountain view,Beach access,Kitchen,Wifi,Dedicated workspace,Free parking on premises,TV with standard cable/satellite,Free washer – In unit,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: After 11:00 am,Check out: 1:00 pm,Self check-in with building staff,No pets,No parties or events,󱤇,Smoking is allowed,Show more,Show more,",4898, Turkey,1,3,5,0,2,0,11,13.0
84,5.0,4,"Beach access – Beachfront,Kitchen,Wifi,Free parking on premises,TV,Air conditioning,Hair dryer,Security cameras on property,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: 2:00 pm - 10:00 pm,Check out: 11:00 am,No smoking,No pets,No parties or events,Show more,Show more,",4034, South Korea,1,0,4,0,0,0,14,11.0
85,4.75,4,"Mountain view,Kitchen,Wifi,Dedicated workspace,Free parking on premises,Pets allowed,Washing machine,Shared backyard – Not fully fenced,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: 11:00 am - 2:00 pm,Check out: 11:00 am,Self check-in with lockbox,Pets are allowed",5135, India,1,1,2,0,1,0,23,11.0
86,5.0,3,"Kitchen,Wifi,Washing machine,Dryer,Air conditioning,Bath,Patio or balcony,Security cameras on property,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",Check-in: After 3:00 pm,9103, Georgia,1,2,4,0,1,0,15,
87,4.824405940594059,0,"Kitchen,Wifi,Dedicated workspace,Free parking on premises,Private pool – available seasonally,Private hot tub,TV,Air conditioning,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: After 3:00 pm,No pets,󱤇,Smoking is allowed",13798, Turkey,1,3,5,0,2,0,15,
88,4.842264150943396,2,"Waterfront,Kitchen,Wifi – 27 Mbps,Dedicated workspace,Free parking on premises,Pets allowed,Air conditioning,Luggage drop-off allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: After 2:00 pm,Check out: 12:00 pm,No smoking,No parties or events,Pets are allowed",3186, Vietnam,1,1,2,0,1,0,14,12.0
89,5.0,3,"Wifi,Free parking on premises,Private hot tub,Pets allowed,TV,Air conditioning,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: After 2:00 pm,Check out: 12:00 pm,No smoking,Pets are allowed",7191, Armenia,1,1,2,0,0,0,14,12.0
91,5.0,3,"Kitchen,Wifi,Free on-street parking,Free washing machine,Free dryer,Central air conditioning,Bath,Security cameras on property,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: After 2:00 pm,Check out: 12:00 am",9103, Georgia,1,2,4,0,1,0,14,0.0
92,4.824405940594059,0,"Kitchen,Wifi,Free parking on premises,Pool,Hot tub,TV,Washing machine,Air conditioning,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: After 4:00 pm,Check out: 10:00 am,No smoking,No pets",8843, Turkey,1,1,2,0,1,0,16,10.0
93,4.824405940594059,0,"Kitchen,Dedicated workspace,Pets allowed,TV,Indoor fireplace,Fire pit,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",Pets are allowed,11038, Turkey,1,3,6,0,1,0,,
94,4.88,18,"Waterfront,Free parking on premises,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: After 1:00 pm,Check out: 11:00 am,Show more,Show more,",8559, India,1,3,3,0,3,0,13,11.0
95,4.824405940594059,0,"Waterfront,Garden,Hair dryer,Refrigerator,Breakfast,Long-term stays allowed,Security cameras on property,Unavailable: Smoke alarmSmoke alarm","Check-in: After 3:00 pm,Check out: 12:00 pm,No smoking,No pets,No parties or events",16708, Turkey,1,0,6,0,2,0,15,12.0
96,4.836601307189542,2,"Lake view,Mountain view,Waterfront,Kitchen,Dedicated workspace,Private pool,Pets allowed,Private patio or balcony,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: After 2:00 pm,Check out: 12:00 pm,Pets are allowed,󱤇,Smoking is allowed",5409, Philippines,1,5,6,0,1,0,14,12.0
97,4.824405940594059,0,"Garden view,Mountain view,Wifi – 11 Mbps,Dedicated workspace,Free parking on premises,Private pool,Pets allowed,32"" HDTV with Amazon Prime Video, Fire TV, Netflix, cable/satellite TV, standard cable/satellite,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: After 3:00 pm,Self check-in with lockbox,Pets are allowed,󱤇,Smoking is allowed",5067, Turkey,1,4,4,0,2,0,15,
99,4.82,11,"Wifi,Free parking on premises,Pets allowed,Air conditioning,Hair dryer,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm","Check-in: After 2:00 pm,No smoking,Pets are allowed,Show more,Show more,",4476, Taiwan,1,1,2,0,1,0,14,
100,4.823606557377049,0,"Mountain view,Valley view,Wifi,Free parking on premises,Pets allowed,Washing machine,Bath,Private patio or balcony,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: Flexible,No parties or events,Pets are allowed",6505, India,1,1,2,0,1,0,Flexible,
101,4.824405940594059,0,"Kitchen,Wifi,Free parking on premises,Hot tub,TV,Washing machine,Air conditioning,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",Check-in: After 3:00 pm,15084, Turkey,1,3,4,0,2,0,15,
102,4.824405940594059,1,"Kitchen,Wifi,Free parking on premises,Private pool,Private hot tub,TV,Washing machine,Air conditioning,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: After 4:00 pm,Check out: 10:00 am,No pets,󱤇,Smoking is allowed",7576, Turkey,2,3,4,0,2,0,16,10.0
103,4.824405940594059,0,"Kitchen,Wifi,Free parking on premises,Pool,Hot tub,TV,Washing machine,Air conditioning,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: 11:00 am - 12:00 am,Check out: 11:00 am",9326, Turkey,1,1,2,0,1,0,11,11.0
104,4.824405940594059,0,"Kitchen,Wifi,Free parking on premises,Pool,TV,Washing machine,Air conditioning,Hair dryer,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: After 3:00 pm,Check out: 10:00 am,No smoking,No pets,No parties or events",6442, Turkey,1,1,2,0,1,0,15,10.0
105,4.842264150943396,1,"Kitchen,Wifi,Free parking on premises,Air conditioning,Hair dryer,Breakfast,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",Check-in: 1:00 pm - 3:00 pm,2329, Vietnam,1,2,4,0,1,0,13,
106,4.824405940594059,1,"Wifi,TV,Central air conditioning,Hair dryer,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: 12:00 pm - 2:00 pm,Check out: 12:00 pm",25037, Turkey,1,3,2,0,2,0,12,12.0
107,4.824405940594059,0,"Beach access,Wifi,Free parking on premises,Private hot tub,TV,Air conditioning,Garden,Security cameras on property,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",Not Available,7024, Turkey,1,2,4,0,2,0,,
108,4.824405940594059,0,"Garden view,Mountain view,Kitchen,Wifi,Dedicated workspace,Free parking on premises,Pool,Pets allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: After 3:00 pm,Check out: 11:00 am,No smoking,Pets are allowed",12312, Turkey,1,1,2,0,1,0,15,11.0
109,4.92,12,"Sea view,Ocean view,Public or shared beach access – Beachfront,Free carport on premises,Air conditioning,Shared backyard – Not fully fenced,Luggage drop-off allowed,Hair dryer,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: 1:00 pm - 9:00 pm,Check out: 11:00 am,Not suitable for children and infants,No smoking,No pets,No parties or events,Show more,Show more,",11435, Taiwan,1,1,2,0,1,0,13,11.0
110,4.846933333333333,1,"Beach access – Beachfront,Wifi,Free parking on premises,Pets allowed,TV,Air conditioning,Refrigerator,Microwave,Security cameras on property,Unavailable: Carbon monoxide alarmCarbon monoxide alarm","Check-in: 3:00 pm - 10:00 pm,Check out: 11:00 am,No smoking,No parties or events,Pets are allowed,Show more,Show more,",9455, South Korea,1,2,8,0,1,0,15,11.0
111,4.842264150943396,0,"Kitchen,Wifi,Pets allowed,TV,Air conditioning,Hair dryer,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: 1:00 pm - 6:00 pm,Check out: 12:00 pm,No smoking,Pets are allowed",1165, Vietnam,1,1,2,0,1,0,13,12.0
112,4.846933333333333,0,"Beach access – Beachfront,Kitchen,Wifi,Free parking on premises,TV,Air conditioning,Hair dryer,Security cameras on property,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: 2:00 pm - 10:00 pm,Check out: 11:00 am,No smoking,No pets,No parties or events,Show more,Show more,",4034, South Korea,1,0,4,0,0,0,14,11.0
113,4.824405940594059,0,"Kitchen,Wifi,Free parking on premises,Pets allowed,TV,Breakfast,Smoking allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: After 2:00 pm,Check out: 11:00 am,Pets are allowed,󱤇,Smoking is allowed",76504, Turkey,1,1,2,0,1,0,14,11.0
114,4.86,7,"Wifi,Free parking on premises,Air conditioning,Hair dryer,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm","Check-in: After 2:00 pm,No smoking,No pets,Show more,Show more,",6274, Taiwan,1,3,4,0,1,0,14,
115,4.824405940594059,0,"Beach view,Desert view,Kitchen,Wifi,Pets allowed,TV,Air conditioning,Hair dryer,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: 11:00 am - 3:00 pm,No smoking,No parties or events,Pets are allowed",4767, Turkey,1,2,3,0,1,0,23,
116,4.824405940594059,0,"Kitchen,Wifi,Free parking on premises,Private pool,Private hot tub,TV,Washing machine,AC – split-type ductless system,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: After 4:00 pm,Check out: 10:00 am,No smoking,No pets,No parties or events",3945, Turkey,2,3,4,0,2,0,16,10.0
117,4.824405940594059,0,"Bay view,Garden view,Kitchen,Wifi,Free parking on premises,TV,Air conditioning,Indoor fireplace,Security cameras on property,Unavailable: Carbon monoxide alarmCarbon monoxide alarm","Check-in: After 2:00 pm,Check out: 12:00 pm,No smoking,No pets",17214, Turkey,1,1,4,0,1,0,14,12.0
119,4.846933333333333,1,"Beach access – Beachfront,Wifi,Free parking on premises,Pets allowed,TV,Air conditioning,Refrigerator,Microwave,Security cameras on property,Unavailable: Carbon monoxide alarmCarbon monoxide alarm","Check-in: 3:00 pm - 10:00 pm,Check out: 11:00 am,No smoking,No parties or events,Pets are allowed,Show more,Show more,",9455, South Korea,1,2,8,0,1,0,15,11.0
120,4.824405940594059,0,"Wifi,Dedicated workspace,Free parking on premises,Pets allowed,Washing machine,Private patio or balcony,Shared garden,Luggage drop-off allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: After 3:00 pm,Pets are allowed,󱤇,Smoking is allowed",5640, Turkey,5,5,5,0,5,0,15,
121,4.94,16,"Wifi,Free parking on premises,Air conditioning,Hair dryer,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm","Check-in: After 2:00 pm,No smoking,No pets,Show more,Show more,",5552, Taiwan,1,2,2,0,1,0,14,
122,4.824405940594059,0,"Garden view,Lake view,Kitchen,Wifi,Dedicated workspace,Free parking on premises,TV,Washing machine,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: 2:00 pm - 12:00 am,Check out: 12:00 pm,No smoking,No pets,No parties or events",41682, Turkey,1,1,2,0,1,0,14,12.0
123,4.824405940594059,0,"Kitchen,Wifi,Pool,Hot tub,TV,Washing machine,Air conditioning,Hair dryer,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: After 4:00 pm,Check out: 10:00 am,No smoking,No pets,No parties or events",4672, Turkey,2,3,4,0,2,0,16,10.0
124,4.67,3,"Wifi,Free parking on premises,Air conditioning,Hair dryer,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm","Check-in: After 2:00 pm,No smoking,No pets,Show more,Show more,",5559, Taiwan,1,2,2,0,1,0,14,
125,4.846933333333333,0,"Beach access – Beachfront,Wifi,Free parking on premises,Pets allowed,TV,Air conditioning,Refrigerator,Microwave,Security cameras on property,Unavailable: Carbon monoxide alarmCarbon monoxide alarm","Check-in: 3:00 pm - 10:00 pm,Check out: 11:00 am,No smoking,No parties or events,Pets are allowed,Show more,Show more,",9455, South Korea,1,2,8,0,1,0,15,11.0
126,4.823606557377049,0,"Mountain view,Resort view,Kitchen,Free parking on premises,Indoor fireplace,Fire pit,Long-term stays allowed,Security cameras on property,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",Not Available,8901, India,3,1,12,0,3,0,,
127,5.0,3,"Valley view,Mountain view,Kitchen,Wifi,Dedicated workspace,Free parking on premises,Pets allowed,Washing machine,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: 11:00 am - 2:00 pm,Check out: 11:00 am,Self check-in with lockbox,Pets are allowed",5135, India,1,1,2,0,1,0,23,11.0
128,4.911875,2,"Garden view,Resort view,Kitchen,Wifi,Dedicated workspace,Free parking on premises,Shared hot tub,Pets allowed,EV charger,Unavailable: Carbon monoxide alarmCarbon monoxide alarm","Check-in: Flexible,Self check-in with lockbox,No smoking,No parties or events,Pets are allowed,Show more,Show more,",15402, Lithuania,1,4,6,0,2,0,Flexible,
129,4.84,113,"Mountain view,Valley view,Kitchen,Wifi,Free parking on premises,TV with standard cable/satellite,EV charger,Bath,Garden,Children’s books and toys","Check-in: 2:00 pm - 12:00 am,Check out: 10:00 am,Self check-in with lockbox,Not suitable for infants (under 2 years),No smoking,No pets,No parties or events,Show more,Show more,",6165, Slovakia,1,3,4,0,1,0,14,10.0
130,4.78,125,"Mountain view,Kitchen,Wifi,Dedicated workspace,Free parking on premises,Private pool,Pets allowed,TV,Washing machine,Unavailable: Carbon monoxide alarmCarbon monoxide alarm","Check-in: After 3:00 pm,Self check-in with lockbox,No smoking,Pets are allowed",22259, South Korea,2,3,6,0,3,0,15,
131,5.0,3,"Beach view,Sea view,Kitchen,Wifi,Private pool,Private hot tub,Air conditioning,Security cameras on property,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: After 4:00 pm,Check out: 10:00 am",8078, Turkey,1,1,2,0,1,0,16,10.0
132,4.93,15,"Kitchen,Wifi,Free parking on premises,TV,Air conditioning,Hair dryer,Long-term stays allowed","Check-in: 3:00 pm - 10:00 pm,Check out: 11:00 am,Self check-in with keypad,No smoking,No pets,Show more,Show more,",13856, South Korea,3,3,6,0,3,0,15,11.0
133,4.88,42,"Garden view,Bay view,Beach access,Kitchen,Free parking on premises,Washing machine,Air conditioning,Private patio or balcony,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: After 3:00 pm,Check out: 10:00 am,Self check-in with lockbox,Not suitable for infants (under 2 years),No smoking,No pets,No parties or events,Show more,Show more,",10276, Denmark,1,6,6,0,3,0,15,10.0
134,4.84,244,"Public or shared beach access,Kitchen,Free parking on premises,Patio or balcony,Private backyard – Fully fenced,Indoor fireplace,Luggage drop-off allowed,Hair dryer,Refrigerator,Unavailable: Carbon monoxide alarmCarbon monoxide alarm","Check-in: 4:00 pm - 9:00 pm,Check out: 11:00 am,No smoking,No pets,No parties or events",6477, Germany,1,2,4,0,1,0,16,11.0
135,4.837932692307692,0,"Beach access – Beachfront,Wifi,Free parking on premises,TV,Air conditioning,Luggage drop-off allowed,Breakfast,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm","Check-in: Flexible,Check out: 12:00 pm,No smoking,No pets",6744, Indonesia,1,2,2,0,1,0,Flexible,12.0
136,4.824405940594059,0,"Garden view,Lake view,Kitchen,Wifi,Dedicated workspace,Free parking on premises,TV,Washing machine,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","Check-in: 2:00 pm - 12:00 am,Check out: 12:00 pm,No smoking,No pets,No parties or events",44109, Turkey,1,1,2,0,1,0,14,12.0
137,4.67,3,"Kitchen,Wifi,Free parking on premises,Pets allowed,TV,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm",Pets are allowed,6646, Poland,1,5,6,0,3,0,,
138,5.0,3,"Wifi,Free parking on premises,Air conditioning,Hair dryer,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm","Check-in: After 2:00 pm,No smoking,No pets,Show more,Show more,",5559, Taiwan,1,2,2,0,1,0,14,
